Results from EW9505 MVmv9566
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9566a           2.1056     13.8630      2.2606
  mv9566c          10.2658      3.9240     10.8654
  mv9566d           1.5984      7.3190      1.7301
  mv9566e           3.1706     22.2740      3.3956
  mv9566f           7.9625      4.9440      8.5251
  mv9566g          15.9581      5.6390     17.0479
  mv9566h          14.3107      5.3330     15.3323
  mv9566i           3.3050      7.6660      3.5190
  mv9566k           3.5403      7.4800      3.7798
  mv9566l           1.9808      9.1890      2.1055
  mv9566m           3.8004      5.2790      4.0541
  mv9566n           6.4265      5.1630      6.9059
  mv9566p          12.3831      6.2430     13.2010
  mv9566r          10.4665      3.1230     10.8584
  mv9566s          13.6985      4.3370     14.6554
  mv9566t           9.6392      7.5580     10.3165
  mv9566u           7.4033      5.0430      7.9478
  mv9566v          10.3309     11.4760     10.8769
  mv9566w           9.1765      4.4790      9.6612
  mv9566x          10.0348     14.1230     10.7999
  mv9566y          10.3336      1.8080     10.9613
  mv9566z          14.0515     46.3230     14.9630
  mv9566aa          9.1857      8.7580      9.7937
  mv9566bb          9.0953      9.6170      9.8118
  mv9566cc         12.7571      8.6830     13.7590
  mv9566ee         14.8552     10.3550     16.0251
  mv9566ff         11.8048     13.7520     12.7603
  mv9566gg          3.7335      9.4210      4.0106
  mv9566ii         10.8456      2.2500     11.5737
