Results from EW9505 MVmv9542
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9542a           1.1947     19.9770      1.2471
  mv9542b           1.3127     28.2260      1.3526
  mv9542c           1.6048     44.3670      1.6917
  mv9542d           1.8727     37.6220      1.9628
  mv9542e           1.6235      5.3160      1.6926
  mv9542f           0.8286      3.7440      0.8597
  mv9542g           0.8170     12.4030      0.8533
  mv9542h           0.5805      6.8720      0.6114
  mv9542i           0.4881     11.1730      0.5127
  mv9542j           0.9314      3.8320      0.9697
  mv9542k           1.0021     10.6190      1.0518
  mv9542l           1.0283      7.6580      1.0679
  mv9542m           1.0571     16.9270      1.1057
  mv9542n           1.1902      5.5550      1.2346
  mv9542p           0.5898      6.1580      0.6172
  mv9542q           0.5505      0.5430      0.5691
  mv9542r           0.4880      8.6160      0.5075
  mv9542s           1.6321     32.6820      1.7058
  mv9542t           2.6951     54.0140      2.7908
  mv9542u           5.1188     14.1560      5.3884
  mv9542v           3.0734     27.5510      3.2237
  mv9542w           4.0505     61.3200      4.2719
  mv9542x           3.4984     37.1180      3.6147
  mv9542z           3.6725      7.3660      3.8031
  mv9542dd          4.6143     31.6400      4.8052
  mv9542ee          3.8642     13.2200      4.0192
  mv9542ff          4.0941     61.6660      4.2825
  mv9542gg          7.9699     57.2800      8.3535
