Results from EW9505 MVmv9561
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9561a           1.3796      6.8790      1.4801
  mv9561b           1.4110     16.4620      1.5170
  mv9561c           1.3294     21.4100      1.4288
  mv9561d           1.7381     11.9680      1.8293
  mv9561e           1.4016      7.9140      1.4971
  mv9561f           3.3362      7.2940      3.5364
  mv9561g           5.7481     23.8480      6.0580
  mv9561h           2.7925     34.3250      3.0212
  mv9561i           3.5563      5.0650      3.7348
  mv9561j           3.3588     26.0270      3.5787
  mv9561k           2.3176     12.9430      2.4844
  mv9561l           1.9940     31.5300      2.1387
  mv9561m           4.6501     19.5430      4.9684
  mv9561n          12.1883     13.6330     13.0853
  mv9561o          12.0018     41.8520     12.7931
  mv9561p           8.2946     48.7170      8.7106
  mv9561q           6.7248     23.9750      7.2530
  mv9561r           9.3607     18.6480     10.1295
