Results from EW9505 MVmv9549
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9549a           0.9564     46.6080      0.9893
  mv9549b           0.6983     14.1010      0.7204
  mv9549c           0.5058      1.6310      0.5223
  mv9549d           0.9413     11.8910      0.9681
  mv9549e           1.1837     12.0210      1.2216
  mv9549f           2.1219     27.1910      2.2227
  mv9549g           2.1703     10.0670      2.2172
  mv9549h           1.9232     22.4110      1.9858
  mv9549k           3.0614     38.0950      3.1921
  mv9549l           4.4877     48.0290      4.5862
  mv9549m           2.3450     18.3340      2.4039
  mv9549n           2.1768     68.9450      2.2259
  mv9549o           1.7909      1.5030      1.8515
  mv9549p           0.9335      6.3430      0.9608
  mv9549q           0.7662     16.3120      0.7861
  mv9549r           0.8067      5.1830      0.8391
  mv9549s           0.8477     14.5520      0.8785
  mv9549t           1.1192     27.4140      1.1632
  mv9549u           3.3261     53.9450      3.4174
  mv9549v           2.0163     17.8420      2.0726
  mv9549w           2.1225     22.9260      2.1681
  mv9549y           0.8368     13.7510      0.8639
  mv9549z           1.2104     19.6320      1.2499
  mv9549aa          0.9609     13.2850      0.9927
  mv9549cc          0.8303     12.8540      0.8632
  mv9549dd          0.3162     36.7280      0.3363
  mv9549ee          0.6783     12.6420      0.7037
  mv9549ff          0.5780     13.0070      0.6008
  mv9549gg          0.8303     12.8540      0.8632
  mv9549hh          1.0177      3.9780      1.0547
  mv9549ii          0.8284      4.9080      0.8617
  mv9549jj          0.8203     18.8960      0.8528
  mv9549ll          1.3454      8.4310      1.3848
  mv9549mm          1.9168     51.0250      1.9842
  mv9549nn          2.3628     61.3480      2.3484
  mv9549oo          1.8991     90.2220      1.9795
  mv9549pp          2.0613     46.4830      2.1688
