Results from EW9505 MVmv9510
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9510a           1.2442      6.1570      1.3047
  mv9510b           1.3238     20.0960      1.3901
  mv9510c           2.0829     20.5970      2.2036
  mv9510d           2.0897     13.2870      2.1821
  mv9510e           3.2356     24.1300      3.4451
  mv9510f           3.2613     15.3630      3.4818
  mv9510g           7.2994     40.3570      7.5956
  mv9510h           3.5061     22.8680      3.7287
  mv9510i           2.6597     24.7070      2.8061
  mv9510j           1.7296      7.9610      1.8297
  mv9510k           1.5851     29.5210      1.6732
  mv9510l           1.9476      5.8250      2.0534
  mv9510m           2.1698     16.0490      2.2982
  mv9510n           2.2306     23.7270      2.3502
  mv9510o           2.8705      8.0110      3.0006
  mv9510p           2.4173      4.4120      2.4910
  mv9510q           1.1069     10.7100      1.1720
  mv9510r           0.9115      5.7800      0.9420
  mv9510s           0.9473      2.7730      0.9986
  mv9510t           1.1449      7.6020      1.2118
  mv9510u           1.2507     10.6310      1.3074
  mv9510v           2.7768      6.8850      2.9115
  mv9510w           2.6821      9.7590      2.8353
  mv9510x           2.4963      3.8790      2.6071
  mv9510y           1.5097     18.4580      1.5611
  mv9510z           1.1559     14.9720      1.2135
  mv9510aa          1.3977      6.7080      1.4805
  mv9510bb          2.5638     10.6870      2.6761
  mv9510dd          1.4279     19.4540      1.5045
  mv9510ee          1.5548      4.4420      1.6475
  mv9510ff          2.3527      5.9710      2.4748
  mv9510gg          3.0872     11.0810      3.2497
  mv9510hh          3.0879      3.7230      3.2516
  mv9510ii          1.7249      4.9690      1.8274
  mv9510jj          1.9402      4.5760      2.1139
  mv9510kk          3.5406     10.1260      3.6731
