Results from EW9505 MVmv9535
_____________________________________
Pen name           Heat Flow    Scatter
_____________________________________
  mv9535a           0.4822      0.9520      0.5089
  mv9535b           0.4832      4.1880      0.5029
  mv9535d           0.6347      4.0210      0.6671
  mv9535e           0.7146      9.0430      0.7488
  mv9535f           0.8754      2.1240      0.9087
  mv9535g           1.0706     15.4000      1.1231
  mv9535h           1.3478      9.3950      1.4179
  mv9535i           1.2950     14.6610      1.3533
  mv9535j           1.4475     12.1250      1.5066
  mv9535k           1.7444     22.6780      1.8288
  mv9535l           1.4310     22.0860      1.4931
  mv9535m           1.1441     11.8560      1.1916
  mv9535n           0.8607      7.9230      0.8988
  mv9535o           0.7199      4.2810      0.7535
  mv9535p           0.6001      7.3740      0.6222
  mv9535q           0.5326      4.1790      0.5550
  mv9535r           0.4820      6.5450      0.5016
  mv9535s           0.4869     10.0180      0.5039
  mv9535t           0.6501      5.7640      0.6761
  mv9535u           0.8942     20.9720      0.9471
  mv9535v           1.1185      7.4140      1.1742
  mv9535w           0.9992      9.1140      1.0385
  mv9535x           1.2681      2.1200      1.3159
  mv9535y           1.9726     12.4660      2.0558
  mv9535z           2.6724      6.2220      2.7788
  mv9535aa          2.2859     10.0470      2.3843
  mv9535ab          1.8135     24.4080      1.8917
  mv9535ac          1.6991     17.2880      1.7634
  mv9535ad          3.7512     23.9710      3.9112
  mv9535ae          2.6346     23.2160      2.7236
  mv9535af          1.6800     32.2400      1.7451
  mv9535ag          1.6825     24.9840      1.7672
  mv9535ah          0.8195      6.5150      0.8543
  mv9535aj          0.5692      3.0560      0.5920
  mv9535ak          0.2283      6.5160      0.2359
  mv9535al          0.5340     13.1250      0.5597
  mv9535am          0.4837      7.5280      0.5084
  mv9535an          0.5109      4.8400      0.5461
  mv9535ao          0.6333      1.9440      0.6666
  mv9535aq          0.8485      1.3570      0.8900
  mv9535ar          1.5486      4.4140      1.6124
  mv9535as          2.0347      1.7350      2.1262
  mv9535at          2.1860     22.4890      2.2637
  mv9535au          1.6950     28.8000      1.7681
  mv9535av          1.4780     17.3400      1.5363
