

95/06/22    14:04:10.0    22:28:40.0
14b6 0bd5 000a 000d 01a4 0001 000a 001e 0000
14:04:10.0     1
5a13 59d1 59ce 59c8 5995 5973 593e 58ee 58de 58f2 58a4 590c 5f8c 8003 48.1   13.478
14:04:20.0     2
5a11 59d4 59ce 59c8 5996 5975 593f 58ec 58df 58f1 58a3 590c 5fac 8003 48.1   13.456
14:04:30.0     3
5a19 59e5 59d3 59c9 599b 5976 5940 58ed 58e5 58fa 58a9 5906 5fcb 8003 48.1   13.410
14:04:40.0     4
5a34 5a01 59e5 59d6 59a8 5982 594f 58fa 58ee 58fe 58aa 58ff 5fe9 8003 48.1   13.407
14:04:50.0     5
5a3e 59ff 59e8 59db 59a3 5988 594e 58f9 58e8 58f9 58a8 58f7 6005 8003 48.1   13.492
14:05:00.0     6
5a35 59f1 59dd 59d1 599b 5981 5945 58f1 58e1 58f4 58a5 58f3 6020 8003 48.1   13.411
14:05:10.0     7
5a2f 59ed 59d6 59cb 5997 597a 593b 58e6 58d7 58ef 58a1 58ed 603a 8003 48.1   13.413
14:05:20.0     8
5a30 59ec 59d5 59cc 599d 5977 5939 58e2 58d8 58f4 58a5 58ed 6053 8003 48.1   13.391
14:05:30.0     9
5a31 59ee 59d7 59cd 599a 5974 5934 58db 58cf 58ea 5899 58eb 606c 8003 48.1   13.399
14:05:40.0    10
5a2e 59df 59cd 59c4 5988 5969 5928 58d1 58c3 58e0 588f 58e0 6083 8003 48.1   13.455
14:05:50.0    11
5a1e 59cd 59bd 59b6 597f 5960 5928 58d0 58c4 58dc 588b 58dd 6099 8003 48.1   13.368
14:06:00.0    12
5a07 59b8 59af 59ac 5979 5959 5923 58cb 58bc 58d2 5881 58de 60af 8003 48.1   13.447
14:06:10.0    13
5a00 59b8 59ad 59a9 5971 5953 5919 58bf 58ac 58c4 5874 58d8 60c3 8003 48.1   13.417
14:06:20.0    14
5a05 59c0 59ae 59a7 5972 594b 5911 58b7 58a6 58b9 5867 58d2 60d7 8003 48.1   13.415
14:06:30.0    15
5a0c 59c2 59b0 59a6 596e 5947 590d 58b4 58a3 58b6 5863 58cf 60ea 8003 48.1   13.362
14:06:40.0    16
5a0b 59bf 59af 59a5 5970 5949 5911 58b9 58ad 58c3 586f 58d9 60fd 8003 48.1   13.447
14:06:50.0    17
5a04 59b0 59a3 599b 595f 5944 590d 58b9 58ae 58c6 5877 58e3 6110 8003 48.1   13.358
14:07:00.0    18
5a00 59b0 599e 5991 5958 593f 5911 58bf 58b2 58ca 587b 58eb 6121 8003 48.1   13.342
14:07:10.0    19
59ff 59a7 5997 598a 5951 5938 590c 58bc 58ab 58c2 5874 58ec 6131 8003 48.1   13.410
14:07:20.0    20
59fb 59a5 5993 5989 5957 5939 5911 58c1 58b2 58c5 5873 58f5 6142 8003 48.1   13.400
14:07:30.0    21
59fc 59a6 5992 5989 5957 5937 590b 58bc 58af 58c1 586f 58fa 6152 8003 48.1   13.388
14:07:40.0    22
59f9 59a3 598f 5988 5954 5934 5908 58bc 58b0 58c4 5873 5903 6161 8003 48.1   13.344
14:07:50.0    23
59fd 59a4 5990 5988 5953 5934 5909 58c0 58b8 58ce 5882 591b 6170 8003 48.1   13.422
14:08:00.0    24
59f1 5999 598a 5985 594e 5931 5904 58b9 58b3 58c9 5882 591d 617f 8003 48.1   13.390
14:08:10.0    25
59e4 598d 5980 597d 594a 592b 58fa 58b2 58ad 58c7 5882 591a 618d 8003 48.1   13.360
14:08:20.0    26
59df 598a 5981 597f 594d 592d 58fd 58b3 58ad 58c6 5881 5912 619b 8003 48.1   13.398
14:08:30.0    27
59db 598e 5984 5980 594d 592d 58fc 58b2 58ab 58c5 5882 5915 61a8 8003 48.1   13.368
14:08:40.0    28
59de 5993 5987 5981 594b 592e 58fb 58b1 58a9 58c2 5881 590c 61b5 8003 48.1   13.424
14:08:50.0    29
59e0 5998 5987 597d 5946 592c 58f7 58ab 58a5 58bd 587d 58fe 61c2 8003 48.1   13.349
14:09:00.0    30
59f2 59b0 5998 5986 5959 592e 58ff 58ae 58a9 58c4 587f 58f2 61ce 8003 48.1   13.343
14:09:10.0    31
5a0c 59cd 59b4 59a0 596a 5946 5919 58c2 58b6 58cf 5885 58ed 61db 8003 48.1   13.291
14:09:20.0    32
5a1e 59df 59c6 59ae 597a 594f 5920 58c6 58b8 58d0 5882 58ed 61e6 8003 48.1   13.371
14:09:30.0    33
5a27 59e3 59cf 59b8 5979 5954 591e 58c4 58b4 58cd 587f 58e9 61f2 8003 48.1   13.281
14:09:40.0    34
5a22 59da 59ca 59b6 5977 5955 5920 58c6 58b8 58d5 588a 58f0 61fd 8003 48.1   13.432
14:09:50.0    35
5a14 59cf 59c2 59b2 5973 5955 591e 58c6 58ba 58d6 588f 58e9 6208 8003 48.1   13.310
14:10:00.0    36
5a0c 59ca 59bc 59ae 5971 5954 591a 58c3 58b5 58d1 588b 58e5 6213 8003 48.1   13.359
14:10:10.0    37
5a0e 59cb 59ba 59ae 5976 5957 591e 58c6 58b7 58d5 588e 58e2 621e 8003 48.1   13.407
14:10:20.0    38
5a0f 59cd 59be 59b4 597b 595e 5924 58cb 58bc 58d9 5891 58dd 6228 8003 48.1   13.308
14:10:30.0    39
5a06 59cc 59c2 59b6 5980 5960 5928 58d0 58c4 58e0 5899 58dd 6232 8003 48.1   13.405
14:10:40.0    40
5a05 59c8 59c1 59b7 597f 5963 592b 58d6 58c8 58e6 589d 58dc 623d 8003 48.1   13.357
14:10:50.0    41
5a07 59c2 59bd 59b5 5981 5960 592c 58d8 58cc 58ec 58a2 58d7 6246 8003 48.1   13.264
14:11:00.0    42
5a0a 59cb 59c6 59be 5994 596b 593c 58e6 58dc 58fa 58b1 58dd 6250 8003 48.1   13.344
14:11:10.0    43
5a13 59d6 59d4 59cd 59a4 597f 594d 58f5 58e9 5908 58bf 58da 6259 8003 48.1   13.379
14:11:20.0    44
5a1e 59dd 59dc 59d7 59ad 598a 5955 58fb 58ef 5911 58cb 58d4 6262 8003 48.1   13.381
14:11:30.0    45
5a20 59d9 59dd 59dd 59ae 5991 5959 5901 58f8 591b 58d6 58d7 626b 8003 48.1   13.346
14:11:40.0    46
5a1a 59d4 59da 59de 59a9 5990 5957 5903 58ff 5927 58e3 58d0 6274 8003 48.1   13.401
14:11:50.0    47
5a0e 59c6 59cf 59d6 599f 5989 5952 5900 58ff 5927 58e5 58cc 627d 8003 48.1   13.314
14:12:00.0    48
59fe 59b5 59be 59c6 5990 597e 5946 58fa 58f9 5924 58e8 58cb 6286 8003 48.1   13.332
14:12:10.0    49
59f3 59ac 59b3 59b8 5987 5976 5940 58f6 58f5 5923 58eb 58ca 628e 8003 48.1   13.370
14:12:20.0    50
59ef 59a9 59ad 59b1 5982 596e 593c 58f2 58f5 5926 58f5 58cf 6296 8003 48.1   13.381
14:12:30.0    51
59e9 59a2 59a7 59ab 597e 596d 593f 58f4 58f6 592a 58ff 58d6 629f 8003 48.1   13.316
14:12:40.0    52
59e2 599c 59a0 59a5 5980 596c 5940 58f6 58fa 592d 5904 58df 62a8 8003 48.1   13.302
14:12:50.0    53
59e6 59a4 59a6 59ab 598e 5975 594f 5904 590c 5941 5917 58e7 62b0 8003 48.1   13.338
14:13:00.0    54
59ef 59ae 59b0 59b7 599a 5984 595d 5914 591b 5950 5926 58ef 62b8 8003 48.1   13.314
14:13:10.0    55
59fa 59b8 59ba 59c2 59a7 598f 5967 591d 5923 5956 592e 58f6 62c0 8003 48.1   13.346
14:13:20.0    56
5a01 59bd 59c2 59cc 59ac 5998 596e 5926 592d 5960 5939 5904 62c8 8003 48.1   13.352
14:13:30.0    57
59fa 59aa 59b9 59cb 599f 5999 596d 5928 5929 595e 5939 5911 62d0 8003 48.1   13.318
14:13:40.0    58
59e0 59ac 59a5 59b3 598f 597f 594d 590b 5906 593c 5915 5902 62d8 8003 48.1   13.389
14:13:50.0    59
59e1 59bd 59a8 59ad 5990 5975 5942 58fc 58fa 592f 5901 58fb 62df 8003 48.1   13.300
14:14:00.0    60
59ec 59ce 59ba 59ba 59a1 597d 5948 5903 5907 593c 590b 5907 62e7 8003 48.1   13.350
14:14:10.0    61
59f8 59d6 59c8 59cc 59ad 598c 5954 5910 590e 5944 590c 5909 62ee 8003 48.1   13.338
14:14:20.0    62
59f8 59cc 59be 59c8 599e 5987 5946 5904 58f9 5930 58f8 58fe 62f5 8003 48.1   13.323
14:14:30.0    63
59fb 59ce 59bc 59c1 59a0 597d 5941 58fb 58f6 592b 58f3 5905 62fc 8003 48.1   13.313
14:14:40.0    64
5a04 59d4 59c6 59ca 59a5 5980 5947 5900 58fd 592f 58f6 5914 6304 8003 48.1   13.348
14:14:50.0    65
